"country","country_use","iso3_use","sector","gear","fishery","year","catch_mt","catch_prop","candidate"
"Costa Rica","Costa Rica","CRI","Artisanal","small scale longline","Costa Rica-Artisanal-small scale longline",2014,227.0342227987,3.22677809877879e-06,"yes"
"Costa Rica","Costa Rica","CRI","Artisanal","small scale other nets","Costa Rica-Artisanal-small scale other nets",2014,919.0030791729,1.30615506861918e-05,"yes"
"Costa Rica","Costa Rica","CRI","Artisanal","small scale pole lines","Costa Rica-Artisanal-small scale pole lines",2014,3313.0343744282,4.70872920748379e-05,"yes"
"Costa Rica","Costa Rica","CRI","Artisanal","small scale pots or traps","Costa Rica-Artisanal-small scale pots or traps",2014,54.4439992898,7.73798339090139e-07,"yes"
"Costa Rica","Costa Rica","CRI","Artisanal","small scale seine nets","Costa Rica-Artisanal-small scale seine nets",2014,214.0109087882,3.04168113892591e-06,"yes"
"Costa Rica","Costa Rica","CRI","Industrial","longline","Costa Rica-Industrial-longline",2014,2912.8997902797,4.14002837605049e-05,"no"
"Costa Rica","Costa Rica","CRI","Industrial","mixed gear","Costa Rica-Industrial-mixed gear",2014,0.2702985294,3.84168238624256e-09,"no"
"Costa Rica","Costa Rica","CRI","Industrial","purse seine","Costa Rica-Industrial-purse seine",2014,325.2578130717,4.62280432764103e-06,"no"
"Costa Rica","Costa Rica","CRI","Industrial","shrimp trawl","Costa Rica-Industrial-shrimp trawl",2014,1132.4641315532,1.60954168596354e-05,"no"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","bagnets","Côte d'Ivoire-Artisanal-bagnets",2014,2004.7853421521,2.84934903428409e-05,"yes"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","cast nets","Côte d'Ivoire-Artisanal-cast nets",2014,1218.8225999467,1.73228072108394e-05,"yes"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","hand or tools","Côte d'Ivoire-Artisanal-hand or tools",2014,31.0290416063,4.41007662400217e-07,"yes"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","harpoon","Côte d'Ivoire-Artisanal-harpoon",2014,11.6480467747,1.65550645901866e-07,"no"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","small scale encircling nets","Côte d'Ivoire-Artisanal-small scale encircling nets",2014,8823.3006751373,0.000125403267518469,"no"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","small scale gillnets","Côte d'Ivoire-Artisanal-small scale gillnets",2014,14582.7059730781,0.000207260190445299,"no"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","small scale lines","Côte d'Ivoire-Artisanal-small scale lines",2014,8151.5087379204,0.000115855264212071,"yes"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","small scale other nets","Côte d'Ivoire-Artisanal-small scale other nets",2014,104.8005085673,1.48950225044124e-06,"yes"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","small scale pots or traps","Côte d'Ivoire-Artisanal-small scale pots or traps",2014,2576.934009013,3.66252898782315e-05,"yes"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Artisanal","small scale seine nets","Côte d'Ivoire-Artisanal-small scale seine nets",2014,6061.8322059512,8.61552375651238e-05,"yes"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Industrial","bottom trawl","Côte d'Ivoire-Industrial-bottom trawl",2014,2981.7176244023,4.23783736590885e-05,"no"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Industrial","gillnet","Côte d'Ivoire-Industrial-gillnet",2014,2.0180693756,2.86822928399478e-08,"no"
"Côte d'Ivoire","Côte d’Ivoire","CIV","Industrial","purse seine","Côte d'Ivoire-Industrial-purse seine",2014,19682.2474103743,0.000279738640701991,"no"
"Croatia","Croatia","HRV","Artisanal","artisanal fishing gear","Croatia-Artisanal-artisanal fishing gear",2014,3.7983e-06,5.39842456414974e-14,"no"
"Croatia","Croatia","HRV","Artisanal","small scale encircling nets","Croatia-Artisanal-small scale encircling nets",2014,82.8864829253,1.17804392875739e-06,"no"
"Croatia","Croatia","HRV","Artisanal","small scale gillnets","Croatia-Artisanal-small scale gillnets",2014,2386.8880931549,3.39242169232656e-05,"no"
"Croatia","Croatia","HRV","Artisanal","small scale lines","Croatia-Artisanal-small scale lines",2014,132.8560573934,1.88824843674438e-06,"yes"
"Croatia","Croatia","HRV","Artisanal","small scale pots or traps","Croatia-Artisanal-small scale pots or traps",2014,80.5896686916,1.14539990806788e-06,"yes"
"Croatia","Croatia","HRV","Artisanal","small scale seine nets","Croatia-Artisanal-small scale seine nets",2014,4.6866884296,6.6610678311005e-08,"yes"
"Croatia","Croatia","HRV","Industrial","bottom trawl","Croatia-Industrial-bottom trawl",2014,10170.5990040127,0.000144552066701891,"no"
"Croatia","Croatia","HRV","Industrial","gillnet","Croatia-Industrial-gillnet",2014,16.9999936058,2.4161646808293e-07,"no"
"Croatia","Croatia","HRV","Industrial","hand lines","Croatia-Industrial-hand lines",2014,32.9999899484,4.69020236300811e-07,"no"
"Croatia","Croatia","HRV","Industrial","longline","Croatia-Industrial-longline",2014,29.9999913458,4.26382039874277e-07,"no"
"Croatia","Croatia","HRV","Industrial","purse seine","Croatia-Industrial-purse seine",2014,55368.787878847,0.000786942117716779,"no"
"Croatia","Croatia","HRV","Industrial","small scale trammel net","Croatia-Industrial-small scale trammel net",2014,2.9999986306,4.26381968244916e-08,"no"
"Cuba","Cuba","CUB","Artisanal","artisanal fishing gear","Cuba-Artisanal-artisanal fishing gear",2014,14.5826855788,2.07259900586752e-07,"no"
"Cuba","Cuba","CUB","Artisanal","bagnets","Cuba-Artisanal-bagnets",2014,1101.7873040342,1.56594151240464e-05,"yes"
"Cuba","Cuba","CUB","Artisanal","cast nets","Cuba-Artisanal-cast nets",2014,14.5826855788,2.07259900586752e-07,"yes"
"Cuba","Cuba","CUB","Artisanal","hand or tools","Cuba-Artisanal-hand or tools",2014,1150.4935261311,1.63516639348166e-05,"yes"
"Cuba","Cuba","CUB","Artisanal","harpoon","Cuba-Artisanal-harpoon",2014,14.5826855788,2.07259900586752e-07,"no"
"Cuba","Cuba","CUB","Artisanal","small scale gillnets","Cuba-Artisanal-small scale gillnets",2014,2582.8062949211,3.67087511437818e-05,"no"
"Cuba","Cuba","CUB","Artisanal","small scale lines","Cuba-Artisanal-small scale lines",2014,1425.6435470233,2.02622993022461e-05,"yes"
"Cuba","Cuba","CUB","Artisanal","small scale pots or traps","Cuba-Artisanal-small scale pots or traps",2014,6492.581753272,9.22773683532475e-05,"yes"
"Cuba","Cuba","CUB","Artisanal","small scale seine nets","Cuba-Artisanal-small scale seine nets",2014,4124.6762451185,5.86229459516432e-05,"yes"
"Cuba","Cuba","CUB","Industrial","other industrial","Cuba-Industrial-other industrial",2014,1543.3915717081,2.19358212168883e-05,"no"
"Cuba","Cuba","CUB","Industrial","shrimp trawl","Cuba-Industrial-shrimp trawl",2014,842.7764024683,1.19781608434579e-05,"no"
"Curacao","Curaçao","CUW","Artisanal","bagnets","Curacao-Artisanal-bagnets",2014,5.0421950148,7.16634005347911e-08,"yes"
"Curacao","Curaçao","CUW","Artisanal","hand or tools","Curacao-Artisanal-hand or tools",2014,3.7495083156,5.32907821773393e-08,"yes"
"Curacao","Curaçao","CUW","Artisanal","small scale gillnets","Curacao-Artisanal-small scale gillnets",2014,162.8930709715,2.31515666393474e-06,"no"
"Curacao","Curaçao","CUW","Artisanal","small scale lines","Curacao-Artisanal-small scale lines",2014,173.0368943533,2.45932817571292e-06,"yes"
"Curacao","Curaçao","CUW","Artisanal","small scale pots or traps","Curacao-Artisanal-small scale pots or traps",2014,61.1002957312,8.68402541537329e-07,"yes"
"Curacao","Curaçao","CUW","Artisanal","small scale seine nets","Curacao-Artisanal-small scale seine nets",2014,23.2384982113,3.3028270430938e-07,"yes"
"Curacao","Curaçao","CUW","Industrial","purse seine","Curacao-Industrial-purse seine",2014,3401.5810327229,4.83457825974703e-05,"no"
"Curacao","Curaçao","CUW","Subsistence","subsistence fishing gear","Curacao-Subsistence-subsistence fishing gear",2014,76.9395374323,1.09352154603072e-06,"no"
"Denmark","Denmark","DNK","Artisanal","artisanal fishing gear","Denmark-Artisanal-artisanal fishing gear",2014,6580.4414531663,9.35260953155943e-05,"no"
"Denmark","Denmark","DNK","Artisanal","small scale encircling nets","Denmark-Artisanal-small scale encircling nets",2014,9937.4467682113,0.000141238334882559,"no"
"Denmark","Denmark","DNK","Artisanal","small scale gillnets","Denmark-Artisanal-small scale gillnets",2014,8368.4927905874,0.000118939201868249,"no"
"Denmark","Denmark","DNK","Artisanal","small scale lines","Denmark-Artisanal-small scale lines",2014,8.9299999562,1.26919756526357e-07,"yes"
"Denmark","Denmark","DNK","Artisanal","small scale pots or traps","Denmark-Artisanal-small scale pots or traps",2014,32.1799084762,4.57364632572489e-07,"yes"
"Denmark","Denmark","DNK","Artisanal","small scale seine nets","Denmark-Artisanal-small scale seine nets",2014,2391.3851373575,3.39881322377204e-05,"yes"
"Denmark","Denmark","DNK","Industrial","bottom trawl","Denmark-Industrial-bottom trawl",2014,209379.72411982,0.00297585932107346,"no"
"Denmark","Denmark","DNK","Industrial","mixed gear","Denmark-Industrial-mixed gear",2014,12443.4528449985,0.000176855544589103,"no"
"Denmark","Denmark","DNK","Industrial","pelagic trawl","Denmark-Industrial-pelagic trawl",2014,316075.153172205,0.00449229358134487,"no"
"Denmark","Denmark","DNK","Industrial","purse seine","Denmark-Industrial-purse seine",2014,122458.314616515,0.00174046803493714,"no"
"Denmark","Denmark","DNK","Industrial","shrimp trawl","Denmark-Industrial-shrimp trawl",2014,3408.573196296,4.84451603917193e-05,"no"
"Denmark","Denmark","DNK","Industrial","unknown class","Denmark-Industrial-unknown class",2014,39613.9467049522,0.000563022675867975,"no"
"Djibouti","Djibouti","DJI","Artisanal","bagnets","Djibouti-Artisanal-bagnets",2014,65.954931736,9.37400214860443e-07,"yes"
"Djibouti","Djibouti","DJI","Artisanal","cast nets","Djibouti-Artisanal-cast nets",2014,28.907536804,4.10855268861797e-07,"yes"
"Djibouti","Djibouti","DJI","Artisanal","hand or tools","Djibouti-Artisanal-hand or tools",2014,1.6267831472,2.31210438943457e-08,"yes"
"Djibouti","Djibouti","DJI","Artisanal","harpoon","Djibouti-Artisanal-harpoon",2014,12.3438660534,1.75440143535921e-07,"no"
"Djibouti","Djibouti","DJI","Artisanal","small scale encircling nets","Djibouti-Artisanal-small scale encircling nets",2014,249.2415222632,3.54240464468771e-06,"no"
"Djibouti","Djibouti","DJI","Artisanal","small scale gillnets","Djibouti-Artisanal-small scale gillnets",2014,502.1919715854,7.13752330075406e-06,"no"
"Djibouti","Djibouti","DJI","Artisanal","small scale lines","Djibouti-Artisanal-small scale lines",2014,987.8326927677,1.40398080033366e-05,"yes"
"Djibouti","Djibouti","DJI","Artisanal","small scale other nets","Djibouti-Artisanal-small scale other nets",2014,2.4082443638,3.4227748018885e-08,"yes"
"Djibouti","Djibouti","DJI","Artisanal","small scale pots or traps","Djibouti-Artisanal-small scale pots or traps",2014,187.9429011199,2.67118335587825e-06,"yes"
"Djibouti","Djibouti","DJI","Artisanal","small scale seine nets","Djibouti-Artisanal-small scale seine nets",2014,259.5495527355,3.68890998894611e-06,"yes"
"Dominica","Dominica","DMA","Artisanal","bagnets","Dominica-Artisanal-bagnets",2014,1.4009470204,1.99112940210087e-08,"yes"
"Dominica","Dominica","DMA","Artisanal","hand or tools","Dominica-Artisanal-hand or tools",2014,1.4482165224,2.05831231043669e-08,"yes"
"Dominica","Dominica","DMA","Artisanal","small scale gillnets","Dominica-Artisanal-small scale gillnets",2014,192.8622842938,2.74110126380139e-06,"no"
"Dominica","Dominica","DMA","Artisanal","small scale lines","Dominica-Artisanal-small scale lines",2014,220.0080816294,3.12691738983128e-06,"yes"
"Dominica","Dominica","DMA","Artisanal","small scale pots or traps","Dominica-Artisanal-small scale pots or traps",2014,54.3722308137,7.72778312487949e-07,"yes"
"Dominica","Dominica","DMA","Artisanal","small scale seine nets","Dominica-Artisanal-small scale seine nets",2014,11.62416567,1.65211229999405e-07,"yes"
"Dominica","Dominica","DMA","Industrial","bottom trawl","Dominica-Industrial-bottom trawl",2014,10275.9474160502,0.000146049356161221,"no"
"Dominica","Dominica","DMA","Industrial","gillnet","Dominica-Industrial-gillnet",2014,8.2715285196,1.17561074015412e-07,"no"
"Dominica","Dominica","DMA","Industrial","hand lines","Dominica-Industrial-hand lines",2014,105.4846046258,1.49922512900914e-06,"no"
"Dominica","Dominica","DMA","Industrial","longline","Dominica-Industrial-longline",2014,191.1170805899,2.71629713947056e-06,"no"
"Dominica","Dominica","DMA","Industrial","pots or traps","Dominica-Industrial-pots or traps",2014,5.9438604179,8.44785353602104e-08,"no"
"Dominica","Dominica","DMA","Industrial","unknown by source","Dominica-Industrial-unknown by source",2014,49.1381919144,6.98388284939582e-07,"no"
"Dominica","Dominica","DMA","Subsistence","subsistence fishing gear","Dominica-Subsistence-subsistence fishing gear",2014,58.2840740782,8.28376318886023e-07,"no"
"Dominican Republic","Dominican Republic","DOM","Artisanal","bagnets","Dominican Republic-Artisanal-bagnets",2014,398.9683102294,5.67043236779535e-06,"yes"
"Dominican Republic","Dominican Republic","DOM","Artisanal","hand or tools","Dominican Republic-Artisanal-hand or tools",2014,1940.1431797353,2.75747481753696e-05,"yes"
"Dominican Republic","Dominican Republic","DOM","Artisanal","small scale gillnets","Dominican Republic-Artisanal-small scale gillnets",2014,592.8681755318,8.42628049941687e-06,"no"
"Dominican Republic","Dominican Republic","DOM","Artisanal","small scale lines","Dominican Republic-Artisanal-small scale lines",2014,1703.4908499253,2.42112704342497e-05,"yes"
"Dominican Republic","Dominican Republic","DOM","Artisanal","small scale pots or traps","Dominican Republic-Artisanal-small scale pots or traps",2014,5064.1900578261,7.19760103353904e-05,"yes"
"Dominican Republic","Dominican Republic","DOM","Artisanal","small scale seine nets","Dominican Republic-Artisanal-small scale seine nets",2014,1810.7688058449,2.5735983996707e-05,"yes"
"Dominican Republic","Dominican Republic","DOM","Industrial","lines","Dominican Republic-Industrial-lines",2014,1429.5706205845,2.03181137728725e-05,"no"
"Ecuador","Ecuador","ECU","Artisanal","hand or tools","Ecuador-Artisanal-hand or tools",2014,5788.63569759,8.22723669609666e-05,"yes"
"Ecuador","Ecuador","ECU","Artisanal","harpoon","Ecuador-Artisanal-harpoon",2014,175.4706006147,2.49391780703079e-06,"no"
"Ecuador","Ecuador","ECU","Artisanal","small scale encircling nets","Ecuador-Artisanal-small scale encircling nets",2014,5.5015100334,7.81915249038329e-08,"no"
"Ecuador","Ecuador","ECU","Artisanal","small scale gillnets","Ecuador-Artisanal-small scale gillnets",2014,42186.1560879357,0.000599580815870698,"no"
"Ecuador","Ecuador","ECU","Artisanal","small scale hand lines","Ecuador-Artisanal-small scale hand lines",2014,3360.1008553915,4.77562356732381e-05,"yes"
"Ecuador","Ecuador","ECU","Artisanal","small scale lines","Ecuador-Artisanal-small scale lines",2014,461.1272769669,6.55388152378063e-06,"yes"
"Ecuador","Ecuador","ECU","Artisanal","small scale longline","Ecuador-Artisanal-small scale longline",2014,12941.2904044383,0.000183931179767567,"yes"
"Ecuador","Ecuador","ECU","Artisanal","small scale pots or traps","Ecuador-Artisanal-small scale pots or traps",2014,317.8685258087,4.51778231813115e-06,"yes"
"Ecuador","Ecuador","ECU","Artisanal","small scale purse seine","Ecuador-Artisanal-small scale purse seine",2014,1467.5039764715,2.08572506504783e-05,"no"
"Ecuador","Ecuador","ECU","Artisanal","small scale seine nets","Ecuador-Artisanal-small scale seine nets",2014,9615.3450680569,0.000136660387563316,"yes"
"Ecuador","Ecuador","ECU","Industrial","longline","Ecuador-Industrial-longline",2014,338.8213583683,4.81557945363456e-06,"no"
"Ecuador","Ecuador","ECU","Industrial","mixed gear","Ecuador-Industrial-mixed gear",2014,32.2248208287,4.5800296010578e-07,"no"
"Ecuador","Ecuador","ECU","Industrial","purse seine","Ecuador-Industrial-purse seine",2014,145429.387773959,0.00206694989681752,"no"
"Ecuador","Ecuador","ECU","Industrial","shrimp trawl","Ecuador-Industrial-shrimp trawl",2014,7254.9742042795,0.000103113053093898,"no"
"Ecuador","Ecuador","ECU","Industrial","unknown class","Ecuador-Industrial-unknown class",2014,53959.2133998747,0.000766908203880898,"no"
"Egypt","Egypt","EGY","Artisanal","bagnets","Egypt-Artisanal-bagnets",2014,224.3244886842,3.18826535569364e-06,"yes"
"Egypt","Egypt","EGY","Artisanal","cast nets","Egypt-Artisanal-cast nets",2014,274.298259557,3.89852950608438e-06,"yes"
"Egypt","Egypt","EGY","Artisanal","hand or tools","Egypt-Artisanal-hand or tools",2014,287.899795939,4.09184458945001e-06,"yes"
"Egypt","Egypt","EGY","Artisanal","harpoon","Egypt-Artisanal-harpoon",2014,21.7754367998,3.09488594674277e-07,"no"
"Egypt","Egypt","EGY","Artisanal","small scale encircling nets","Egypt-Artisanal-small scale encircling nets",2014,1934.1284168707,2.74892619220568e-05,"no"
"Egypt","Egypt","EGY","Artisanal","small scale gillnets","Egypt-Artisanal-small scale gillnets",2014,3114.7021420068,4.42684478672547e-05,"no"
"Egypt","Egypt","EGY","Artisanal","small scale lines","Egypt-Artisanal-small scale lines",2014,4197.1604604638,5.96531451687487e-05,"yes"
"Egypt","Egypt","EGY","Artisanal","small scale other nets","Egypt-Artisanal-small scale other nets",2014,149.5297480377,2.12522724607809e-06,"yes"
"Egypt","Egypt","EGY","Artisanal","small scale pots or traps","Egypt-Artisanal-small scale pots or traps",2014,1389.0621698143,1.97423777444032e-05,"yes"
"Egypt","Egypt","EGY","Artisanal","small scale seine nets","Egypt-Artisanal-small scale seine nets",2014,855.914081697,1.21648832462806e-05,"yes"
"Egypt","Egypt","EGY","Industrial","bottom trawl","Egypt-Industrial-bottom trawl",2014,36954.5444621725,0.000525225286527015,"no"
"Egypt","Egypt","EGY","Industrial","purse seine","Egypt-Industrial-purse seine",2014,31970.421316869,0.000454387246302826,"no"
"Egypt","Egypt","EGY","Industrial","unknown class","Egypt-Industrial-unknown class",2014,25735.0979038509,0.000365766223534074,"no"
"Egypt","Egypt","EGY","Subsistence","subsistence fishing gear","Egypt-Subsistence-subsistence fishing gear",2014,9933.4299998498,0.000141181245603168,"no"
"El Salvador","El Salvador","SLV","Artisanal","artisanal fishing gear","El Salvador-Artisanal-artisanal fishing gear",2014,24.1524678215,3.43272715615991e-07,"no"
"El Salvador","El Salvador","SLV","Artisanal","hand or tools","El Salvador-Artisanal-hand or tools",2014,0.634301095,9.01515575998494e-09,"yes"
"El Salvador","El Salvador","SLV","Artisanal","other","El Salvador-Artisanal-other",2014,0.504372208,7.1685104313552e-09,"no"
"El Salvador","El Salvador","SLV","Artisanal","small scale gillnets","El Salvador-Artisanal-small scale gillnets",2014,7751.3184292975,0.00011016746390034,"no"
"El Salvador","El Salvador","SLV","Artisanal","small scale longline","El Salvador-Artisanal-small scale longline",2014,530.9249022885,7.54589693871743e-06,"yes"
"El Salvador","El Salvador","SLV","Artisanal","small scale other nets","El Salvador-Artisanal-small scale other nets",2014,4792.9391121557,6.81207915055035e-05,"yes"
"El Salvador","El Salvador","SLV","Artisanal","small scale pole lines","El Salvador-Artisanal-small scale pole lines",2014,1124.122907377,1.59768652194598e-05,"yes"
"El Salvador","El Salvador","SLV","Artisanal","small scale pots or traps","El Salvador-Artisanal-small scale pots or traps",2014,42.1789034399,5.99477735878831e-07,"yes"
"El Salvador","El Salvador","SLV","Artisanal","small scale seine nets","El Salvador-Artisanal-small scale seine nets",2014,386.1663240532,5.48848108263224e-06,"yes"
"El Salvador","El Salvador","SLV","Industrial","longline","El Salvador-Industrial-longline",2014,8.9711766202,1.27504989694899e-07,"no"
"El Salvador","El Salvador","SLV","Industrial","purse seine","El Salvador-Industrial-purse seine",2014,3.1101754988,4.42041118698855e-08,"no"
"El Salvador","El Salvador","SLV","Industrial","shrimp trawl","El Salvador-Industrial-shrimp trawl",2014,259.8270815479,3.69285443345581e-06,"no"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","bagnets","Equatorial Guinea-Artisanal-bagnets",2014,349.3179204741,4.96476434874836e-06,"yes"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","cast nets","Equatorial Guinea-Artisanal-cast nets",2014,352.6150665695,5.01162582486398e-06,"yes"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","hand or tools","Equatorial Guinea-Artisanal-hand or tools",2014,1.249975533,1.77655757100107e-08,"yes"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","harpoon","Equatorial Guinea-Artisanal-harpoon",2014,17.6351949598,2.506444189889e-07,"no"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","small scale encircling nets","Equatorial Guinea-Artisanal-small scale encircling nets",2014,1726.7044450525,2.45411991975304e-05,"no"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","small scale gillnets","Equatorial Guinea-Artisanal-small scale gillnets",2014,1782.0875509978,2.53283448141852e-05,"no"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","small scale lines","Equatorial Guinea-Artisanal-small scale lines",2014,728.1277775265,1.03486898876835e-05,"yes"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","small scale other nets","Equatorial Guinea-Artisanal-small scale other nets",2014,1.4540897159,2.06665972692838e-08,"yes"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","small scale pots or traps","Equatorial Guinea-Artisanal-small scale pots or traps",2014,396.0239203577,5.62858452373401e-06,"yes"
"Equatorial Guinea","Equatorial Guinea","GNQ","Artisanal","small scale seine nets","Equatorial Guinea-Artisanal-small scale seine nets",2014,1188.3017025184,1.68890216688947e-05,"yes"
"Equatorial Guinea","Equatorial Guinea","GNQ","Industrial","hand lines","Equatorial Guinea-Industrial-hand lines",2014,41.0000000005,5.82722289268459e-07,"no"
"Eritrea","Eritrea","ERI","Artisanal","small scale gillnets","Eritrea-Artisanal-small scale gillnets",2014,307.1631797475,4.36563003120145e-06,"no"
"Eritrea","Eritrea","ERI","Artisanal","small scale lines","Eritrea-Artisanal-small scale lines",2014,323.8363252766,4.60260109295523e-06,"yes"
"Estonia","Estonia","EST","Artisanal","small scale encircling nets","Estonia-Artisanal-small scale encircling nets",2014,3950.9956320859,5.61544687705049e-05,"no"
"Estonia","Estonia","EST","Artisanal","small scale gillnets","Estonia-Artisanal-small scale gillnets",2014,734.8910977513,1.04448151912055e-05,"no"
"Estonia","Estonia","EST","Artisanal","small scale lines","Estonia-Artisanal-small scale lines",2014,193.985241813,2.75706156566313e-06,"yes"
"Estonia","Estonia","EST","Artisanal","small scale pots or traps","Estonia-Artisanal-small scale pots or traps",2014,2.4759469592,3.51899873208465e-08,"yes"
"Estonia","Estonia","EST","Artisanal","small scale seine nets","Estonia-Artisanal-small scale seine nets",2014,0.152081214,2.1614905652616e-09,"yes"
"Estonia","Estonia","EST","Industrial","bottom trawl","Estonia-Industrial-bottom trawl",2014,3424.3968987217,4.86700585405509e-05,"no"
"Estonia","Estonia","EST","Industrial","pelagic trawl","Estonia-Industrial-pelagic trawl",2014,13314.0898794775,0.000189229681317086,"no"
"Estonia","Estonia","EST","Industrial","shrimp trawl","Estonia-Industrial-shrimp trawl",2014,7.0000000009,9.94891713500955e-08,"no"
"Estonia","Estonia","EST","Industrial","unknown class","Estonia-Industrial-unknown class",2014,35657.8132870469,0.000506795185089801,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Artisanal","artisanal fishing gear","Faeroe Isl. (Denmark)-Artisanal-artisanal fishing gear",2014,0.1019155316,1.44849882646926e-09,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Artisanal","small scale encircling nets","Faeroe Isl. (Denmark)-Artisanal-small scale encircling nets",2014,2628.2874217443,3.73551625179428e-05,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Artisanal","small scale gillnets","Faeroe Isl. (Denmark)-Artisanal-small scale gillnets",2014,13211.4013030163,0.000187770195405953,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Artisanal","small scale lines","Faeroe Isl. (Denmark)-Artisanal-small scale lines",2014,1529.4030742117,2.17370063562925e-05,"yes"
"Faeroe Isl. (Denmark)",NA,NA,"Artisanal","small scale pots or traps","Faeroe Isl. (Denmark)-Artisanal-small scale pots or traps",2014,763.3157010547,1.08488066523836e-05,"yes"
"Faeroe Isl. (Denmark)",NA,NA,"Artisanal","small scale seine nets","Faeroe Isl. (Denmark)-Artisanal-small scale seine nets",2014,458.6858635646,6.51918235288254e-06,"yes"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","bottom trawl","Faeroe Isl. (Denmark)-Industrial-bottom trawl",2014,59459.7785612144,0.000845086299564974,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","gillnet","Faeroe Isl. (Denmark)-Industrial-gillnet",2014,1226.3284789809,1.74294863087352e-05,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","longline","Faeroe Isl. (Denmark)-Industrial-longline",2014,34476.0294144109,0.000489998799634323,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","mixed gear","Faeroe Isl. (Denmark)-Industrial-mixed gear",2014,1761.4759844528,2.50353980033959e-05,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","pelagic trawl","Faeroe Isl. (Denmark)-Industrial-pelagic trawl",2014,288128.869775268,0.0040951003560422,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","purse seine","Faeroe Isl. (Denmark)-Industrial-purse seine",2014,95099.3520664015,0.00135162224740012,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","shrimp trawl","Faeroe Isl. (Denmark)-Industrial-shrimp trawl",2014,437.0000000588,6.21096684003598e-06,"no"
"Faeroe Isl. (Denmark)",NA,NA,"Industrial","unknown class","Faeroe Isl. (Denmark)-Industrial-unknown class",2014,6201.128685643,8.81350220415154e-05,"no"
"Falkland Isl. (UK)","Falkland Islands","FLK","Industrial","bottom trawl","Falkland Isl. (UK)-Industrial-bottom trawl",2014,26278.5941664767,0.000373490793933154,"no"
"Falkland Isl. (UK)","Falkland Islands","FLK","Industrial","longline","Falkland Isl. (UK)-Industrial-longline",2014,1114.938478517,1.58463293313901e-05,"no"
"Falkland Isl. (UK)","Falkland Islands","FLK","Industrial","pots or traps","Falkland Isl. (UK)-Industrial-pots or traps",2014,1.0976925522,1.56012174859298e-08,"no"
"Falkland Isl. (UK)","Falkland Islands","FLK","Industrial","unknown class","Falkland Isl. (UK)-Industrial-unknown class",2014,300.1053339801,4.26531871308358e-06,"no"
"Fiji","Fiji","FJI","Industrial","longline","Fiji-Industrial-longline",2014,317.2526479891,4.50902900757157e-06,"no"
"Finland","Finland","FIN","Artisanal","artisanal fishing gear","Finland-Artisanal-artisanal fishing gear",2014,9.80626e-05,1.39373811616879e-12,"no"
"Finland","Finland","FIN","Artisanal","small scale encircling nets","Finland-Artisanal-small scale encircling nets",2014,9755.7452179883,0.000138655858216503,"no"
"Finland","Finland","FIN","Artisanal","small scale gillnets","Finland-Artisanal-small scale gillnets",2014,3163.068787878,4.4955870369839e-05,"no"
"Finland","Finland","FIN","Artisanal","small scale lines","Finland-Artisanal-small scale lines",2014,346.9871325566,4.9316374689662e-06,"yes"
"Finland","Finland","FIN","Artisanal","small scale pots or traps","Finland-Artisanal-small scale pots or traps",2014,5.0029087631,7.11050353024223e-08,"yes"
"Finland","Finland","FIN","Artisanal","small scale seine nets","Finland-Artisanal-small scale seine nets",2014,1.4495081222,2.060148027491e-08,"yes"
"Finland","Finland","FIN","Industrial","gillnet","Finland-Industrial-gillnet",2014,1828.5805282871,2.59891373546876e-05,"no"
